"id";"product_id";"data";"created_at";"updated_at"
"386";"245";"{""old"":{""id"":""245"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""245"",""current_number"":""257"",""name"":""Brun del R\u00e9 Minis Clasicos"",""artikul_number"":""257"",""price_per_piece"":""15"",""pieces"":""10"",""package_price"":""1.50"",""status"":""active"",""state"":""new"",""date_changed"":""24.08.2018""}}";"2020-11-30 11:19:31";"2020-11-30 11:19:31"
"387";"246";"{""old"":{""id"":""246"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""246"",""current_number"":""258"",""name"":""Brun del R\u00e9 Minis Vaina"",""artikul_number"":""258"",""price_per_piece"":""16"",""pieces"":""10"",""package_price"":""1.55"",""status"":""active"",""state"":""new"",""date_changed"":""24.08.2018""}}";"2020-11-30 11:19:53";"2020-11-30 11:19:53"
"388";"247";"{""old"":{""id"":""247"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""247"",""current_number"":""259"",""name"":""Brun del R\u00e9 Minis Forest"",""artikul_number"":""259"",""price_per_piece"":""16"",""pieces"":""10"",""package_price"":""1.55"",""status"":""active"",""state"":""new"",""date_changed"":""24.08.2018""}}";"2020-11-30 11:20:12";"2020-11-30 11:20:12"
"389";"132";"{""old"":{""id"":""132"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""132"",""current_number"":""144"",""name"":""Brun del R\u00e9 Piccolo LE Bundle"",""artikul_number"":""144"",""price_per_piece"":""36"",""pieces"":""25"",""package_price"":""9.00"",""status"":""active"",""state"":""new"",""date_changed"":""24.08.2018""}}";"2020-11-30 11:20:52";"2020-11-30 11:20:52"
"390";"133";"{""old"":{""id"":""133"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""133"",""current_number"":""145"",""name"":""Brun del R\u00e9 Piccolo Gold Bundle"",""artikul_number"":""145"",""price_per_piece"":""32"",""pieces"":""25"",""package_price"":""8.00"",""status"":""active"",""state"":""new"",""date_changed"":""24.08.2018""}}";"2020-11-30 11:21:01";"2020-11-30 11:21:01"
"391";"134";"{""old"":{""id"":""134"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""134"",""current_number"":""146"",""name"":""Brun del R\u00e9 Piccolo Black Bundle"",""artikul_number"":""146"",""price_per_piece"":""28"",""pieces"":""25"",""package_price"":""7.00"",""status"":""active"",""state"":""new"",""date_changed"":""24.08.2018""}}";"2020-11-30 11:21:11";"2020-11-30 11:21:11"
"392";"281";"{""old"":{""id"":""281"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""281"",""current_number"":""294"",""name"":""Mombacho Liga Maestro Gordo Bundle"",""artikul_number"":""294"",""price_per_piece"":""25"",""pieces"":""25"",""package_price"":""6.25"",""status"":""active"",""state"":""new"",""date_changed"":""10.08.2018""}}";"2020-11-30 11:22:31";"2020-11-30 11:22:31"
"393";"282";"{""old"":{""id"":""282"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""282"",""current_number"":""295"",""name"":""Mombacho Tierra Volcan Clasico Bundle"",""artikul_number"":""295"",""price_per_piece"":""25"",""pieces"":""25"",""package_price"":""6.25"",""status"":""active"",""state"":""new"",""date_changed"":""10.08.2018""}}";"2020-11-30 11:22:56";"2020-11-30 11:22:56"
"394";"147";"{""old"":{""id"":""147"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""147"",""current_number"":""159"",""name"":""Mombacho Cosecha 2013"",""artikul_number"":""159"",""price_per_piece"":""2100"",""pieces"":""1"",""package_price"":""21.00"",""status"":""active"",""state"":""new"",""date_changed"":""30.07.2018""}}";"2020-11-30 11:24:27";"2020-11-30 11:24:27"
"395";"229";"{""old"":{""id"":""229"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""229"",""current_number"":""241"",""name"":""Brun del R\u00e9 Premium Robusto"",""artikul_number"":""241"",""price_per_piece"":""88"",""pieces"":""25"",""package_price"":""22.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 11:27:47";"2020-11-30 11:27:47"
"396";"230";"{""old"":{""id"":""230"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""230"",""current_number"":""242"",""name"":""Brun del R\u00e9 Premium Robusto LE Bundle"",""artikul_number"":""242"",""price_per_piece"":""88"",""pieces"":""25"",""package_price"":""22.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:04:54";"2020-11-30 12:04:54"
"397";"231";"{""old"":{""id"":""231"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""231"",""current_number"":""243"",""name"":""Brun del R\u00e9 Premium Supremo"",""artikul_number"":""243"",""price_per_piece"":""110"",""pieces"":""10"",""package_price"":""11.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:05:24";"2020-11-30 12:05:24"
"398";"232";"{""old"":{""id"":""232"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""232"",""current_number"":""244"",""name"":""Brun del R\u00e9 Premium Robusto Inmenso"",""artikul_number"":""244"",""price_per_piece"":""70"",""pieces"":""52"",""package_price"":""36.40"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:05:42";"2020-11-30 12:05:42"
"399";"233";"{""old"":{""id"":""233"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""233"",""current_number"":""245"",""name"":""Brun del R\u00e9 Premium Robusto Inmenso"",""artikul_number"":""245"",""price_per_piece"":""70"",""pieces"":""25"",""package_price"":""17.50"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:06:03";"2020-11-30 12:06:03"
"400";"234";"{""old"":{""id"":""234"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""234"",""current_number"":""246"",""name"":""Brun del R\u00e9 Gold Gran Toro"",""artikul_number"":""246"",""price_per_piece"":""75"",""pieces"":""52"",""package_price"":""39.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:06:20";"2020-11-30 12:06:20"
"401";"235";"{""old"":{""id"":""235"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""235"",""current_number"":""247"",""name"":""Brun del R\u00e9 Gold Gran Toro"",""artikul_number"":""247"",""price_per_piece"":""75"",""pieces"":""25"",""package_price"":""18.75"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:06:34";"2020-11-30 12:06:34"
"402";"236";"{""old"":{""id"":""236"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""236"",""current_number"":""248"",""name"":""Brun del R\u00e9 Gold Robusto Inmenso"",""artikul_number"":""248"",""price_per_piece"":""79"",""pieces"":""10"",""package_price"":""7.85"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:07:05";"2020-11-30 12:07:05"
"403";"237";"{""old"":{""id"":""237"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""237"",""current_number"":""249"",""name"":""Brun del R\u00e9 Gold Torpedo Inmenso"",""artikul_number"":""249"",""price_per_piece"":""87"",""pieces"":""10"",""package_price"":""8.70"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:07:23";"2020-11-30 12:07:23"
"404";"238";"{""old"":{""id"":""238"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""238"",""current_number"":""250"",""name"":""Brun del R\u00e9 Colonial Robusto"",""artikul_number"":""250"",""price_per_piece"":""106"",""pieces"":""25"",""package_price"":""26.50"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:07:38";"2020-11-30 12:07:38"
"405";"239";"{""old"":{""id"":""239"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""239"",""current_number"":""251"",""name"":""Brun del R\u00e9 1787 Rain Forest"",""artikul_number"":""251"",""price_per_piece"":""60"",""pieces"":""10"",""package_price"":""6.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:07:51";"2020-11-30 12:07:51"
"406";"240";"{""old"":{""id"":""240"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""240"",""current_number"":""252"",""name"":""Brun del R\u00e9 1787 Rain Forest"",""artikul_number"":""252"",""price_per_piece"":""60"",""pieces"":""25"",""package_price"":""15.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:08:06";"2020-11-30 12:08:06"
"407";"241";"{""old"":{""id"":""241"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""241"",""current_number"":""253"",""name"":""Brun del R\u00e9 Supremo Capitulo 2"",""artikul_number"":""253"",""price_per_piece"":""101"",""pieces"":""10"",""package_price"":""10.10"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:08:57";"2020-11-30 12:08:57"
"408";"242";"{""old"":{""id"":""242"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""242"",""current_number"":""254"",""name"":""Brun del R\u00e9 Supremo Libertad"",""artikul_number"":""254"",""price_per_piece"":""108"",""pieces"":""30"",""package_price"":""32.40"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:09:10";"2020-11-30 12:09:10"
"409";"243";"{""old"":{""id"":""243"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""243"",""current_number"":""255"",""name"":""Brun del R\u00e9 Supremo Libertad"",""artikul_number"":""255"",""price_per_piece"":""108"",""pieces"":""10"",""package_price"":""10.80"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:09:25";"2020-11-30 12:09:25"
"410";"244";"{""old"":{""id"":""244"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""244"",""current_number"":""256"",""name"":""Brun del R\u00e9 Supremo Libertad"",""artikul_number"":""256"",""price_per_piece"":""108"",""pieces"":""25"",""package_price"":""27.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:09:39";"2020-11-30 12:09:39"
"411";"132";"{""old"":{""id"":""132"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""132"",""current_number"":""144"",""name"":""Brun del R\u00e9 Piccolo LE Bundle"",""artikul_number"":""144"",""price_per_piece"":""36"",""pieces"":""25"",""package_price"":""9.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:11:15";"2020-11-30 12:11:15"
"412";"133";"{""old"":{""id"":""133"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""133"",""current_number"":""145"",""name"":""Brun del R\u00e9 Piccolo Gold Bundle"",""artikul_number"":""145"",""price_per_piece"":""32"",""pieces"":""25"",""package_price"":""8.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:11:29";"2020-11-30 12:11:29"
"413";"134";"{""old"":{""id"":""134"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""134"",""current_number"":""146"",""name"":""Brun del R\u00e9 Piccolo Black Bundle"",""artikul_number"":""146"",""price_per_piece"":""28"",""pieces"":""25"",""package_price"":""7.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:11:40";"2020-11-30 12:11:40"
"414";"245";"{""old"":{""id"":""245"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""245"",""current_number"":""257"",""name"":""Brun del R\u00e9 Minis Clasicos"",""artikul_number"":""257"",""price_per_piece"":""15"",""pieces"":""10"",""package_price"":""1.50"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:12:06";"2020-11-30 12:12:06"
"415";"246";"{""old"":{""id"":""246"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""246"",""current_number"":""258"",""name"":""Brun del R\u00e9 Minis Vaina"",""artikul_number"":""258"",""price_per_piece"":""16"",""pieces"":""10"",""package_price"":""1.55"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:12:21";"2020-11-30 12:12:21"
"416";"247";"{""old"":{""id"":""247"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""247"",""current_number"":""259"",""name"":""Brun del R\u00e9 Minis Forest"",""artikul_number"":""259"",""price_per_piece"":""16"",""pieces"":""10"",""package_price"":""1.55"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:12:31";"2020-11-30 12:12:31"
"417";"250";"{""old"":{""id"":""250"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""250"",""current_number"":""263"",""name"":""ADVentura The Explorer Short Robusto"",""artikul_number"":""263"",""price_per_piece"":""895"",""pieces"":""19"",""package_price"":""170.05"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:13:05";"2020-11-30 12:13:05"
"418";"251";"{""old"":{""id"":""251"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""251"",""current_number"":""264"",""name"":""ADVentura The Explorer Robusto Grande"",""artikul_number"":""264"",""price_per_piece"":""985"",""pieces"":""19"",""package_price"":""187.15"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:13:26";"2020-11-30 12:13:26"
"419";"252";"{""old"":{""id"":""252"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""252"",""current_number"":""265"",""name"":""ADVentura The Explorer Corona Gorda"",""artikul_number"":""265"",""price_per_piece"":""925"",""pieces"":""19"",""package_price"":""175.75"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:14:17";"2020-11-30 12:14:17"
"420";"253";"{""old"":{""id"":""253"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""253"",""current_number"":""266"",""name"":""ADVentura The Explorer Torpedo"",""artikul_number"":""266"",""price_per_piece"":""990"",""pieces"":""19"",""package_price"":""188.10"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:14:38";"2020-11-30 12:14:38"
"421";"254";"{""old"":{""id"":""254"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""254"",""current_number"":""267"",""name"":""ADVentura The Explorer Gordo"",""artikul_number"":""267"",""price_per_piece"":""1115"",""pieces"":""19"",""package_price"":""211.85"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:15:04";"2020-11-30 12:15:04"
"422";"255";"{""old"":{""id"":""255"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""255"",""current_number"":""268"",""name"":""ADVentura The Explorer Gran Toro box pressed"",""artikul_number"":""268"",""price_per_piece"":""1045"",""pieces"":""18"",""package_price"":""188.10"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:15:27";"2020-11-30 12:15:27"
"423";"256";"{""old"":{""id"":""256"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""256"",""current_number"":""269"",""name"":""ADVentura The Explorer Short Robusto Bundle"",""artikul_number"":""269"",""price_per_piece"":""530"",""pieces"":""20"",""package_price"":""106.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:15:56";"2020-11-30 12:15:56"
"424";"256";"{""old"":{""id"":""256"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""256"",""current_number"":""269"",""name"":""ADVentura The Explorer Robusto Grande Bundle"",""artikul_number"":""269"",""price_per_piece"":""595"",""pieces"":""20"",""package_price"":""119.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:18:31";"2020-11-30 12:18:31"
"425";"258";"{""old"":{""id"":""258"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""258"",""current_number"":""271"",""name"":""ADVentura The Explorer Corona Gorda Bundle"",""artikul_number"":""271"",""price_per_piece"":""555"",""pieces"":""20"",""package_price"":""111.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:18:56";"2020-11-30 12:18:56"
"426";"259";"{""old"":{""id"":""259"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""259"",""current_number"":""272"",""name"":""ADVentura The Explorer Torpedo Bundle"",""artikul_number"":""272"",""price_per_piece"":""595"",""pieces"":""20"",""package_price"":""199.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:19:20";"2020-11-30 12:19:20"
"427";"260";"{""old"":{""id"":""260"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""260"",""current_number"":""273"",""name"":""ADVentura The Explorer Gordo Bundle"",""artikul_number"":""273"",""price_per_piece"":""685"",""pieces"":""20"",""package_price"":""137.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:19:55";"2020-11-30 12:19:55"
"428";"261";"{""old"":{""id"":""261"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""261"",""current_number"":""274"",""name"":""ADVentura The Explorer Gran Toro box pressed Bundle"",""artikul_number"":""274"",""price_per_piece"":""640"",""pieces"":""20"",""package_price"":""128.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:20:20";"2020-11-30 12:20:20"
"429";"262";"{""old"":{""id"":""262"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""262"",""current_number"":""275"",""name"":""ADVentura The Navigator Magellan Robusto"",""artikul_number"":""275"",""price_per_piece"":""915"",""pieces"":""21"",""package_price"":""192.15"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:20:49";"2020-11-30 12:20:49"
"430";"263";"{""old"":{""id"":""263"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""263"",""current_number"":""276"",""name"":""ADVentura The Navigator Vespucci Robusto"",""artikul_number"":""276"",""price_per_piece"":""915"",""pieces"":""21"",""package_price"":""192.15"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:21:17";"2020-11-30 12:21:17"
"431";"264";"{""old"":{""id"":""264"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""264"",""current_number"":""277"",""name"":""ADVentura The Navigator Vasco da Gama Pyramid"",""artikul_number"":""277"",""price_per_piece"":""920"",""pieces"":""21"",""package_price"":""193.20"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:22:31";"2020-11-30 12:22:31"
"432";"265";"{""old"":{""id"":""265"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""265"",""current_number"":""278"",""name"":""ADVentura The Navigator Columbus Gordo"",""artikul_number"":""278"",""price_per_piece"":""1010"",""pieces"":""21"",""package_price"":""221.10"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:22:55";"2020-11-30 12:22:55"
"433";"266";"{""old"":{""id"":""266"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""266"",""current_number"":""279"",""name"":""ADVentura The Navigator Magellan Robusto Bundle"",""artikul_number"":""279"",""price_per_piece"":""605"",""pieces"":""20"",""package_price"":""121.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:23:15";"2020-11-30 12:23:15"
"434";"267";"{""old"":{""id"":""267"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""267"",""current_number"":""280"",""name"":""ADVentura The Navigator Vespucci Robusto Bundle"",""artikul_number"":""280"",""price_per_piece"":""605"",""pieces"":""20"",""package_price"":""121.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:23:36";"2020-11-30 12:23:36"
"435";"268";"{""old"":{""id"":""268"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""268"",""current_number"":""281"",""name"":""ADVentura The Navigator Vasco da Gama Pyramid Bundle"",""artikul_number"":""281"",""price_per_piece"":""605"",""pieces"":""20"",""package_price"":""121.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:23:54";"2020-11-30 12:23:54"
"436";"269";"{""old"":{""id"":""269"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""269"",""current_number"":""282"",""name"":""ADVentura The Navigator Columbus Gordo Bundle"",""artikul_number"":""282"",""price_per_piece"":""670"",""pieces"":""20"",""package_price"":""134.00"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:24:13";"2020-11-30 12:24:13"
"437";"270";"{""old"":{""id"":""270"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""270"",""current_number"":""283"",""name"":""ADVentura EL LOCO El Viudo Robusto"",""artikul_number"":""283"",""price_per_piece"":""935"",""pieces"":""18"",""package_price"":""168.30"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:24:34";"2020-11-30 12:24:34"
"438";"271";"{""old"":{""id"":""271"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""271"",""current_number"":""284"",""name"":""ADVentura EL LOCO La Viuda Belicoso"",""artikul_number"":""284"",""price_per_piece"":""1025"",""pieces"":""18"",""package_price"":""184.50"",""status"":""active"",""state"":""new"",""date_changed"":""27.07.2018""}}";"2020-11-30 12:24:53";"2020-11-30 12:24:53"
