"id";"product_id";"data";"created_at";"updated_at"
"174";"422";"{""old"":{""id"":""422"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""422"",""current_number"":""522"",""name"":""DBL Mafu San Andres Toro Box Pressed"",""artikul_number"":""522"",""price_per_piece"":""1160"",""pieces"":""30"",""package_price"":""348.00"",""status"":""active"",""state"":""new"",""date_changed"":""15.07.2019""}}";"2020-11-27 11:39:08";"2020-11-27 11:39:08"
"175";"423";"{""old"":{""id"":""423"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""423"",""current_number"":""523"",""name"":""DBL Mafu Cameroon Toro Box Pressed"",""artikul_number"":""523"",""price_per_piece"":""1160"",""pieces"":""30"",""package_price"":""348.00"",""status"":""active"",""state"":""new"",""date_changed"":""15.07.2019""}}";"2020-11-27 11:40:05";"2020-11-27 11:40:05"
"176";"384";"{""old"":{""id"":""384"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""384"",""current_number"":""484"",""name"":""Espinosa 601 La Bomba Sake Bomb"",""artikul_number"":""484"",""price_per_piece"":""830"",""pieces"":""10"",""package_price"":""83.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:40:42";"2020-11-27 11:40:42"
"177";"385";"{""old"":{""id"":""385"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""385"",""current_number"":""485"",""name"":""Espinosa 601 La Bomba Atom"",""artikul_number"":""485"",""price_per_piece"":""940"",""pieces"":""10"",""package_price"":""94.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:41:18";"2020-11-27 11:41:18"
"178";"386";"{""old"":{""id"":""386"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""386"",""current_number"":""486"",""name"":""Espinosa 601 La Bomba Napalm"",""artikul_number"":""486"",""price_per_piece"":""1060"",""pieces"":""10"",""package_price"":""106.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:41:38";"2020-11-27 11:41:38"
"179";"387";"{""old"":{""id"":""387"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""387"",""current_number"":""487"",""name"":""Espinosa 601 La Bomba Nuclear"",""artikul_number"":""487"",""price_per_piece"":""1070"",""pieces"":""10"",""package_price"":""107.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:42:08";"2020-11-27 11:42:08"
"180";"388";"{""old"":{""id"":""388"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""388"",""current_number"":""488"",""name"":""Espinosa 601 La Bomba Atomic"",""artikul_number"":""488"",""price_per_piece"":""1100"",""pieces"":""10"",""package_price"":""110.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:44:57";"2020-11-27 11:44:57"
"181";"389";"{""old"":{""id"":""389"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""389"",""current_number"":""489"",""name"":""Espinosa 601 La Bomba F-Bomb"",""artikul_number"":""489"",""price_per_piece"":""1240"",""pieces"":""10"",""package_price"":""124.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:46:38";"2020-11-27 11:46:38"
"182";"390";"{""old"":{""id"":""390"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""390"",""current_number"":""490"",""name"":""Espinosa 601 Blue Label Maduro Robusto"",""artikul_number"":""490"",""price_per_piece"":""900"",""pieces"":""20"",""package_price"":""180.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:47:05";"2020-11-27 11:47:05"
"183";"391";"{""old"":{""id"":""391"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""391"",""current_number"":""491"",""name"":""Espinosa 601 Blue Label Maduro Short Churchill"",""artikul_number"":""491"",""price_per_piece"":""960"",""pieces"":""20"",""package_price"":""192.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:47:30";"2020-11-27 11:47:30"
"184";"392";"{""old"":{""id"":""392"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""392"",""current_number"":""492"",""name"":""Espinosa 601 Blue Label Maduro Toro"",""artikul_number"":""492"",""price_per_piece"":""1010"",""pieces"":""20"",""package_price"":""202.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:48:01";"2020-11-27 11:48:01"
"185";"393";"{""old"":{""id"":""393"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""393"",""current_number"":""493"",""name"":""Espinosa 601 Blue Label Maduro Torpedo"",""artikul_number"":""493"",""price_per_piece"":""1010"",""pieces"":""20"",""package_price"":""202.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:48:27";"2020-11-27 11:48:27"
"186";"394";"{""old"":{""id"":""394"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""394"",""current_number"":""494"",""name"":""Espinosa 601 Blue Label Maduro Prominente"",""artikul_number"":""494"",""price_per_piece"":""1010"",""pieces"":""20"",""package_price"":""202.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:49:47";"2020-11-27 11:49:47"
"187";"395";"{""old"":{""id"":""395"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""395"",""current_number"":""495"",""name"":""Espinosa 601 Blue Label Maduro Corona"",""artikul_number"":""495"",""price_per_piece"":""760"",""pieces"":""20"",""package_price"":""152.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:50:27";"2020-11-27 11:50:27"
"188";"396";"{""old"":{""id"":""396"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""396"",""current_number"":""496"",""name"":""Espinosa 601 Green Label Oscuro Tronco"",""artikul_number"":""496"",""price_per_piece"":""930"",""pieces"":""20"",""package_price"":""186.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:56:23";"2020-11-27 11:56:23"
"189";"397";"{""old"":{""id"":""397"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""397"",""current_number"":""497"",""name"":""Espinosa 601 Green Label Oscuro la Fuerza"",""artikul_number"":""497"",""price_per_piece"":""1010"",""pieces"":""20"",""package_price"":""202.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:56:37";"2020-11-27 11:56:37"
"190";"397";"{""old"":{""id"":""397"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""397"",""current_number"":""497"",""name"":""Espinosa 601 Green Label Oscuro la Punta"",""artikul_number"":""497"",""price_per_piece"":""1010"",""pieces"":""20"",""package_price"":""202.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:57:26";"2020-11-27 11:57:26"
"191";"399";"{""old"":{""id"":""399"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""399"",""current_number"":""499"",""name"":""Espinosa 601 Green Label Oscuro Trabuco"",""artikul_number"":""499"",""price_per_piece"":""1040"",""pieces"":""20"",""package_price"":""208.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 11:59:07";"2020-11-27 11:59:07"
"192";"400";"{""old"":{""id"":""400"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""400"",""current_number"":""500"",""name"":""Espinosa Laranja Reserva Escuro Corona Gorda"",""artikul_number"":""500"",""price_per_piece"":""1130"",""pieces"":""10"",""package_price"":""113.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:00:09";"2020-11-27 12:00:09"
"193";"401";"{""old"":{""id"":""401"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""401"",""current_number"":""501"",""name"":""Espinosa Laranja Reserva Escuro Robusto Extra"",""artikul_number"":""501"",""price_per_piece"":""1180"",""pieces"":""10"",""package_price"":""118.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:00:26";"2020-11-27 12:00:26"
"194";"402";"{""old"":{""id"":""402"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""402"",""current_number"":""502"",""name"":""Espinosa Laranja Reserva Escuro Toro"",""artikul_number"":""502"",""price_per_piece"":""1230"",""pieces"":""10"",""package_price"":""123.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:00:46";"2020-11-27 12:00:46"
"195";"403";"{""old"":{""id"":""403"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""403"",""current_number"":""503"",""name"":""Espinosa Laranja Reserva Escuro Lancero"",""artikul_number"":""503"",""price_per_piece"":""1130"",""pieces"":""10"",""package_price"":""113.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:01:21";"2020-11-27 12:01:21"
"196";"404";"{""old"":{""id"":""404"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""404"",""current_number"":""504"",""name"":""Espinosa Laranja Reserva Corona Gorda"",""artikul_number"":""504"",""price_per_piece"":""1110"",""pieces"":""20"",""package_price"":""222.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:01:44";"2020-11-27 12:01:44"
"197";"405";"{""old"":{""id"":""405"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""405"",""current_number"":""505"",""name"":""Espinosa Laranja Reserva Robusto Extra"",""artikul_number"":""505"",""price_per_piece"":""1180"",""pieces"":""20"",""package_price"":""236.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:02:00";"2020-11-27 12:02:00"
"198";"406";"{""old"":{""id"":""406"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""406"",""current_number"":""506"",""name"":""Espinosa Laranja Reserva Toro"",""artikul_number"":""506"",""price_per_piece"":""1230"",""pieces"":""20"",""package_price"":""246.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:02:39";"2020-11-27 12:02:39"
"199";"407";"{""old"":{""id"":""407"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""407"",""current_number"":""507"",""name"":""Espinosa Laranja Reserva Caixa BP"",""artikul_number"":""507"",""price_per_piece"":""1290"",""pieces"":""20"",""package_price"":""258.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:02:57";"2020-11-27 12:02:57"
"200";"408";"{""old"":{""id"":""408"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""408"",""current_number"":""508"",""name"":""Espinosa Laranja Reserva Lancero"",""artikul_number"":""508"",""price_per_piece"":""1130"",""pieces"":""20"",""package_price"":""226.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:04:06";"2020-11-27 12:04:06"
"201";"409";"{""old"":{""id"":""409"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""409"",""current_number"":""509"",""name"":""Espinosa Crema Connecticut No. 4"",""artikul_number"":""509"",""price_per_piece"":""970"",""pieces"":""20"",""package_price"":""194.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:04:22";"2020-11-27 12:04:22"
"202";"410";"{""old"":{""id"":""410"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""410"",""current_number"":""510"",""name"":""Espinosa Crema Connecticut  No. 1"",""artikul_number"":""510"",""price_per_piece"":""1040"",""pieces"":""20"",""package_price"":""208.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:04:37";"2020-11-27 12:04:37"
"203";"411";"{""old"":{""id"":""411"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""411"",""current_number"":""511"",""name"":""Espinosa Crema Connecticut No. 5"",""artikul_number"":""511"",""price_per_piece"":""1050"",""pieces"":""20"",""package_price"":""210.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:04:56";"2020-11-27 12:04:56"
"204";"412";"{""old"":{""id"":""412"",""current_number"":"""",""name"":"""",""artikul_number"":"""",""price_per_piece"":"""",""pieces"":"""",""package_price"":"""",""status"":"""",""state"":"""",""date_changed"":""""},""new"":{""id"":""412"",""current_number"":""512"",""name"":""Espinosa Crema Connecticut Rabito"",""artikul_number"":""512"",""price_per_piece"":""470"",""pieces"":""20"",""package_price"":""94.00"",""status"":""active"",""state"":""new"",""date_changed"":""10.07.2019""}}";"2020-11-27 12:06:24";"2020-11-27 12:06:24"
